nbeval fitness
10000 44422.0
10000 44843.0
10000 44510.0
10000 43612.0
10000 44130.0
10000 44236.0
10000 44040.0
10000 44198.0
10000 44799.0
10000 44753.0
10000 44081.0
10000 44124.0
10000 44298.0
10000 44198.0
10000 44267.0
10000 44429.0
10000 44368.0
10000 44479.0
10000 44605.0
10000 44754.0
10000 44661.0
10000 44932.0
10000 44355.0
10000 44604.0
10000 44737.0
10000 44375.0
10000 43924.0
10000 44313.0
10000 44574.0
10000 44424.0
10000 44226.0
10000 44520.0
10000 44316.0
10000 44448.0
10000 44236.0
10000 44747.0
10000 44421.0
10000 44417.0
10000 44355.0
10000 44477.0
10000 44807.0
10000 44472.0
10000 44357.0
10000 44759.0
10000 44909.0
10000 44183.0
10000 44011.0
10000 44545.0
10000 44449.0
10000 44537.0
10000 44695.0
10000 44204.0
10000 44763.0
10000 44559.0
10000 44533.0
10000 44089.0
10000 44646.0
10000 44492.0
10000 44246.0
10000 44598.0
10000 44570.0
10000 44555.0
10000 44711.0
10000 44671.0
10000 44921.0
